policy,paired_seed_count,step_mass_at_budget_mean,step_mass_final_mean,gen_gap_at_budget_mean,gen_gap_final_mean,gen_gap_excess_mean,shift_acc_at_budget_mean,shift_acc_final_mean,shift_acc_excess_mean,probe_eval_gain_at_budget_mean,probe_eval_gain_final_mean,probe_eval_gain_excess_mean
no_cap,48,2.4,5.7600000000000025,0.004833350101459131,0.00724236948023337,0.0024090193787742395,0.017420450846354168,0.0153656005859375,-0.0020548502604166665,0.9707285563151041,0.9739176432291666,0.0031890869140625
