seed,m,policy,stage,step_mass,step_budget,train_loss,train_acc,val_loss,val_acc,test_iid_loss,test_iid_acc,test_shift_loss,test_shift_acc,gen_gap,probe_train_pre_acc,probe_train_post_acc,probe_train_gain,probe_train_pre_loss,probe_train_post_loss,probe_eval_pre_acc,probe_eval_post_acc,probe_eval_gain,probe_eval_pre_loss,probe_eval_post_loss,probe_param_shift_l2,probe_pre_acc,probe_post_acc,probe_gain,probe_pre_loss,probe_post_loss
0,512,no_cap,0,0.0,2.5,0.669282853603363,0.6171875,0.6722865104675293,0.5807291666666666,0.671664297580719,0.60546875,0.7081452868878841,0.44384765625,0.002381443977355957,0.5125,0.86875,0.35625000000000007,0.6963484883308411,0.5777207970619201,0.44873046875,0.826171875,0.37744140625,0.7075848858803511,0.5951463091187179,0.34513802327858345,0.44873046875,0.826171875,0.37744140625,0.7075848858803511,0.5951463091187179
0,512,no_cap,1,0.16,2.5,0.49491626024246216,0.96875,0.5060496727625529,0.9817708333333334,0.5080734565854073,0.97216796875,0.8612369745969772,0.13623046875,0.013157196342945099,0.1125,0.61875,0.50625,0.8518953442573547,0.6460064768791198,0.142822265625,0.56103515625,0.418212890625,0.856463402044028,0.6532835131511092,0.4531694916553745,0.142822265625,0.56103515625,0.418212890625,0.856463402044028,0.6532835131511092
0,512,no_cap,2,0.32,2.5,0.2355431765317917,0.986328125,0.24489654103914896,0.984375,0.2517860531806946,0.985595703125,1.4359032735228539,0.07177734375,0.016242876648902893,0.0625,0.79375,0.73125,1.42871196269989,0.6485000967979431,0.072265625,0.800537109375,0.728271484375,1.415859048254788,0.6413868530653417,0.8801924724767511,0.072265625,0.800537109375,0.728271484375,1.415859048254788,0.6413868530653417
0,512,no_cap,3,0.48,2.5,0.08020366355776787,0.9921875,0.07685701549053192,1.0,0.08905928721651435,0.989501953125,2.5148319751024246,0.050537109375,0.008855623658746481,0.04375,0.96875,0.925,2.5725850582122805,0.5002137780189514,0.04931640625,0.95556640625,0.90625,2.472630836069584,0.5019621029496193,1.420348972905597,0.04931640625,0.95556640625,0.90625,2.472630836069584,0.5019621029496193
0,512,no_cap,4,0.64,2.5,0.032522933557629585,0.990234375,0.027037879452109337,1.0,0.0390917940530926,0.990234375,3.697105288505554,0.04345703125,0.006568860495463014,0.025,0.98125,0.9562499999999999,3.8684882164001464,0.3498916208744049,0.04345703125,0.975341796875,0.931884765625,3.639181174337864,0.3662038354668766,1.8107763184116459,0.04345703125,0.975341796875,0.931884765625,3.639181174337864,0.3662038354668766
0,512,no_cap,5,0.8,2.5,0.02057995181530714,0.9921875,0.015142012387514114,1.0,0.027340004104189575,0.99072265625,4.628276199102402,0.03759765625,0.006760052288882434,0.03125,0.98125,0.95,4.888570022583008,0.27182129919528963,0.03857421875,0.9765625,0.93798828125,4.559911860153079,0.2936493440065533,2.028393541611109,0.03857421875,0.9765625,0.93798828125,4.559911860153079,0.2936493440065533
0,512,no_cap,6,0.9600000000000001,2.5,0.015842732042074203,0.994140625,0.01091165312876304,1.0,0.023143774480558932,0.991455078125,5.290084928274155,0.032958984375,0.007301042438484728,0.03125,0.9875,0.95625,5.601733016967773,0.23381653428077698,0.033935546875,0.979248046875,0.9453125,5.214681230485439,0.25638079235795885,2.1378750923717447,0.033935546875,0.979248046875,0.9453125,5.214681230485439,0.25638079235795885
0,512,no_cap,7,1.12,2.5,0.013037386815994978,0.994140625,0.008730136323720217,1.0,0.020503356005065143,0.9921875,5.774067014455795,0.02783203125,0.007465969189070165,0.025,1.0,0.975,6.109784698486328,0.20809225738048553,0.02880859375,0.982177734375,0.953369140625,5.692459639161825,0.23070743319112808,2.20264618993544,0.02880859375,0.982177734375,0.953369140625,5.692459639161825,0.23070743319112808
0,512,no_cap,8,1.28,2.5,0.011151264887303114,1.0,0.007437979492048423,1.0,0.01872746751178056,0.992919921875,6.14447695016861,0.0234375,0.007576202624477446,0.01875,1.0,0.98125,6.4937433242797855,0.18406255841255187,0.025390625,0.984130859375,0.958740234375,6.058187980204821,0.20645552722271532,2.2578994047869916,0.025390625,0.984130859375,0.958740234375,6.058187980204821,0.20645552722271532
0,512,no_cap,9,1.44,2.5,0.009768403600901365,1.0,0.006564956779281299,1.0,0.017494675266789272,0.993408203125,6.440821051597595,0.020751953125,0.007726271665887907,0.01875,1.0,0.98125,6.793159484863281,0.17454667389392853,0.021240234375,0.983642578125,0.96240234375,6.349772449582815,0.19688259169925004,2.2836677594089227,0.021240234375,0.983642578125,0.96240234375,6.349772449582815,0.19688259169925004
0,512,no_cap,10,1.5999999999999999,2.5,0.008733531460165977,1.0,0.005959274480119348,1.0,0.016575872083194554,0.99365234375,6.6886816918849945,0.01806640625,0.007842340623028576,0.0,1.0,1.0,7.040480422973633,0.1596006989479065,0.018798828125,0.985595703125,0.966796875,6.593142904341221,0.18156440590973943,2.320583751506053,0.018798828125,0.985595703125,0.966796875,6.593142904341221,0.18156440590973943
0,512,no_cap,11,1.7599999999999998,2.5,0.007898747455328703,1.0,0.005513613112270832,1.0,0.015878336562309414,0.993896484375,6.912204444408417,0.015625,0.007979589106980711,0.0,1.0,1.0,7.264363479614258,0.15751430094242097,0.017333984375,0.9873046875,0.969970703125,6.812543295323849,0.17969668260775506,2.328732404903462,0.017333984375,0.9873046875,0.969970703125,6.812543295323849,0.17969668260775506
0,512,no_cap,12,1.9199999999999997,2.5,0.007229403825476766,1.0,0.005172333524872859,1.0,0.015319098441977985,0.994384765625,7.110623240470886,0.0146484375,0.00808969461650122,0.0,1.0,1.0,7.461683654785157,0.14756443798542024,0.016357421875,0.98828125,0.971923828125,7.007143259048462,0.16914056747918949,2.3539690142903873,0.016357421875,0.98828125,0.971923828125,7.007143259048462,0.16914056747918949
0,512,no_cap,13,2.0799999999999996,2.5,0.006631305906921625,1.0,0.004925165170182784,1.0,0.014908694807672873,0.994384765625,7.298537194728851,0.013916015625,0.008277388900751248,0.0,1.0,1.0,7.6495363235473635,0.14127830266952515,0.01611328125,0.98828125,0.97216796875,7.192048314958811,0.1629319213097915,2.37442029604039,0.01611328125,0.98828125,0.97216796875,7.192048314958811,0.1629319213097915
0,512,no_cap,14,2.2399999999999998,2.5,0.0061313246842473745,1.0,0.004733425409843524,1.0,0.014566961603122763,0.994384765625,7.479178190231323,0.012939453125,0.008435636918875389,0.0,1.0,1.0,7.828261470794677,0.13591298460960388,0.0146484375,0.988525390625,0.973876953125,7.369601581245661,0.1574810125748627,2.391461494054455,0.0146484375,0.988525390625,0.973876953125,7.369601581245661,0.1574810125748627
0,512,no_cap,15,2.4,2.5,0.005708238109946251,1.0,0.0045049226221938925,1.0,0.014253715096856467,0.99462890625,7.647225230932236,0.012451171875,0.008545476986910217,0.0,1.0,1.0,8.002264499664307,0.1257787674665451,0.013916015625,0.98876953125,0.974853515625,7.535520926117897,0.14702728245174512,2.421898232625462,0.013916015625,0.98876953125,0.974853515625,7.535520926117897,0.14702728245174512
0,512,no_cap,16,2.56,2.5,0.005288870306685567,1.0,0.004354935449858506,1.0,0.014070981909753755,0.99462890625,7.802953094244003,0.01220703125,0.008782111603068188,0.0,1.0,1.0,8.165717887878419,0.12526143044233323,0.013427734375,0.989501953125,0.97607421875,7.690033324062824,0.1467002528370358,2.4271620599860633,0.013427734375,0.989501953125,0.97607421875,7.690033324062824,0.1467002528370358
0,512,no_cap,17,2.72,2.5,0.004873443860560656,1.0,0.0042737633921206,1.0,0.01401712624647189,0.994873046875,7.958230167627335,0.011962890625,0.009143682385911234,0.0,1.0,1.0,8.331521987915039,0.12079454809427262,0.012451171875,0.990966796875,0.978515625,7.844760451465845,0.1418772588367574,2.440087143639482,0.012451171875,0.990966796875,0.978515625,7.844760451465845,0.1418772588367574
0,512,no_cap,18,2.8800000000000003,2.5,0.0045629756059497595,1.0,0.004197064321488142,1.0,0.013927690815762617,0.994873046875,8.099181145429611,0.011474609375,0.009364715209812857,0.0,1.0,1.0,8.475931167602539,0.12167535573244095,0.011474609375,0.99072265625,0.979248046875,7.983907796442509,0.14274312782799825,2.4427227895562424,0.011474609375,0.99072265625,0.979248046875,7.983907796442509,0.14274312782799825
0,512,no_cap,19,3.0400000000000005,2.5,0.004284943453967571,1.0,0.00408969532387952,1.0,0.013789931021165103,0.994873046875,8.237831115722656,0.010986328125,0.009504987567197531,0.0,1.0,1.0,8.619822883605957,0.11626386493444443,0.01123046875,0.9912109375,0.97998046875,8.12119847536087,0.13706843002000824,2.458770863881337,0.01123046875,0.9912109375,0.97998046875,8.12119847536087,0.13706843002000824
0,512,no_cap,20,3.2000000000000006,2.5,0.004060032777488232,1.0,0.003994250398439665,1.0,0.013705683377338573,0.9951171875,8.357777893543243,0.0107421875,0.009645650599850342,0.0,1.0,1.0,8.745419692993163,0.11124830842018127,0.010986328125,0.9912109375,0.980224609375,8.239848349243402,0.13184777996502817,2.476158999716339,0.010986328125,0.9912109375,0.980224609375,8.239848349243402,0.13184777996502817
0,512,no_cap,21,3.3600000000000008,2.5,0.0038375090807676315,1.0,0.003912865882739425,1.0,0.013603946419607382,0.995361328125,8.483479142189026,0.01025390625,0.00976643733883975,0.0,1.0,1.0,8.873015213012696,0.10796570181846618,0.0107421875,0.991455078125,0.980712890625,8.363687854260206,0.1282423902885057,2.489790765481647,0.0107421875,0.991455078125,0.980712890625,8.363687854260206,0.1282423902885057
0,512,no_cap,22,3.520000000000001,2.5,0.0036269447300583124,1.0,0.0038549279561266303,1.0,0.0135581745125819,0.995361328125,8.603918492794037,0.010009765625,0.009931229782523587,0.0,1.0,1.0,8.998960304260255,0.10936360955238342,0.010498046875,0.991943359375,0.9814453125,8.483048409223557,0.12978052732069045,2.4897719009896306,0.010498046875,0.991943359375,0.9814453125,8.483048409223557,0.12978052732069045
0,512,no_cap,23,3.680000000000001,2.5,0.0034548284020274878,1.0,0.003802993567660451,1.0,0.013519958018150646,0.995361328125,8.711936831474304,0.009765625,0.010065129616123158,0.0,1.0,1.0,9.111980819702149,0.10622777044773102,0.01025390625,0.9921875,0.98193359375,8.590101085603237,0.12648170901229605,2.5011105931603166,0.01025390625,0.9921875,0.98193359375,8.590101085603237,0.12648170901229605
0,512,no_cap,24,3.840000000000001,2.5,0.0032765729120001197,1.0,0.0037518949635947743,1.0,0.01346213708166033,0.9951171875,8.831817328929901,0.00927734375,0.01018556416966021,0.0,1.0,1.0,9.23335132598877,0.10130510777235031,0.010009765625,0.9921875,0.982177734375,8.70833270251751,0.12125909310998395,2.519333658676483,0.010009765625,0.9921875,0.982177734375,8.70833270251751,0.12125909310998395
0,512,no_cap,25,4.000000000000001,2.5,0.003124642069451511,1.0,0.003738843913500508,1.0,0.013468407538312022,0.9951171875,8.937189519405365,0.009033203125,0.01034376546886051,0.0,1.0,1.0,9.339835166931152,0.10129671990871429,0.009765625,0.99267578125,0.98291015625,8.812215741723776,0.12118346855277196,2.5231134070734145,0.009765625,0.99267578125,0.98291015625,8.812215741723776,0.12118346855277196
0,512,no_cap,26,4.160000000000001,2.5,0.0029834348242729902,1.0,0.003718090864519278,1.0,0.013463193594361655,0.9951171875,9.042410373687744,0.009033203125,0.010479758770088665,0.0,1.0,1.0,9.446641731262208,0.10048497766256333,0.009765625,0.99267578125,0.98291015625,8.916111461818218,0.12026055785827339,2.52904027867097,0.009765625,0.99267578125,0.98291015625,8.916111461818218,0.12026055785827339
0,512,no_cap,27,4.320000000000001,2.5,0.002855063765309751,1.0,0.0036938663882513842,1.0,0.013464894953358453,0.995361328125,9.140692114830017,0.00927734375,0.010609831188048702,0.0,1.0,1.0,9.546943092346192,0.10063065439462662,0.00927734375,0.992431640625,0.983154296875,9.013151995837688,0.12043296574847773,2.5335929294223734,0.00927734375,0.992431640625,0.983154296875,9.013151995837688,0.12043296574847773
0,512,no_cap,28,4.480000000000001,2.5,0.002744161756709218,1.0,0.003662304331858953,1.0,0.013445632510411087,0.9951171875,9.232835590839386,0.009033203125,0.01070147075370187,0.0,1.0,1.0,9.640382003784179,0.09755130857229233,0.009033203125,0.99267578125,0.983642578125,9.103967912495136,0.1171062893117778,2.5442886794423267,0.009033203125,0.99267578125,0.983642578125,9.103967912495136,0.1171062893117778
0,512,no_cap,29,4.6400000000000015,2.5,0.002632123068906367,1.0,0.003640825937812527,1.0,0.01342739516258007,0.9951171875,9.3272425532341,0.008544921875,0.010795272093673702,0.0,1.0,1.0,9.736417770385742,0.0959193840622902,0.009033203125,0.99267578125,0.983642578125,9.197089176625013,0.11525085294852033,2.554147645797557,0.009033203125,0.99267578125,0.983642578125,9.197089176625013,0.11525085294852033
0,512,no_cap,30,4.800000000000002,2.5,0.0025331589858978987,1.0,0.0035929674825941524,1.0,0.013393336099397857,0.9951171875,9.414799094200134,0.008544921875,0.010860177113499958,0.0,1.0,1.0,9.828079795837402,0.09717948734760284,0.008544921875,0.99267578125,0.984130859375,9.283863492310047,0.11635501688579097,2.5519435506933323,0.008544921875,0.99267578125,0.984130859375,9.283863492310047,0.11635501688579097
