seed,m,policy,degree,iter,step_mass,train_loss,test_loss,gen_gap
0,500,no_cap,5,1310,3.547065,0.254832,0.820218,0.565386
0,500,no_cap,5,1320,3.560851,0.254412,0.820749,0.566338
0,500,no_cap,5,1330,3.574584,0.253979,0.821177,0.567198
0,500,no_cap,5,1340,3.588266,0.253614,0.821364,0.567750
0,500,no_cap,5,1350,3.601897,0.253255,0.821963,0.568708
0,500,no_cap,5,1360,3.615478,0.252886,0.822714,0.569828
0,500,no_cap,5,1370,3.629009,0.252528,0.823194,0.570666
0,500,no_cap,5,1380,3.642490,0.252193,0.823598,0.571405
0,500,no_cap,5,1390,3.655923,0.251827,0.824201,0.572373
0,500,no_cap,5,1400,3.669308,0.251459,0.824436,0.572977
0,500,no_cap,5,1410,3.682645,0.251098,0.824938,0.573840
0,500,no_cap,5,1420,3.695934,0.250779,0.825500,0.574722
0,500,no_cap,5,1430,3.709177,0.250419,0.825818,0.575399
0,500,no_cap,5,1440,3.722374,0.250058,0.826141,0.576083
0,500,no_cap,5,1450,3.735525,0.249702,0.826397,0.576695
0,500,no_cap,5,1460,3.748631,0.249365,0.826737,0.577371
0,500,no_cap,5,1470,3.761692,0.249019,0.827225,0.578206
0,500,no_cap,5,1480,3.774709,0.248679,0.827377,0.578698
0,500,no_cap,5,1490,3.787682,0.248329,0.827759,0.579430
0,500,no_cap,5,1500,3.800611,0.247998,0.828296,0.580298
0,500,no_cap,5,1510,3.813497,0.247644,0.828808,0.581163
0,500,no_cap,5,1520,3.826341,0.247333,0.829043,0.581710
0,500,no_cap,5,1530,3.839143,0.246978,0.829531,0.582553
0,500,no_cap,5,1540,3.851903,0.246644,0.830071,0.583427
0,500,no_cap,5,1550,3.864621,0.246323,0.830580,0.584258
0,500,no_cap,5,1560,3.877299,0.246013,0.831006,0.584992
0,500,no_cap,5,1570,3.889936,0.245726,0.831593,0.585866
0,500,no_cap,5,1580,3.902533,0.245394,0.832107,0.586713
0,500,no_cap,5,1590,3.915090,0.245059,0.832437,0.587377
0,500,no_cap,5,1600,3.927607,0.244734,0.832872,0.588138
0,500,no_cap,5,1610,3.940086,0.244420,0.833090,0.588670
0,500,no_cap,5,1620,3.952526,0.244105,0.833592,0.589488
0,500,no_cap,5,1630,3.964927,0.243780,0.834069,0.590289
0,500,no_cap,5,1640,3.977291,0.243479,0.834435,0.590956
0,500,no_cap,5,1650,3.989617,0.243188,0.834842,0.591653
0,500,no_cap,5,1660,4.001906,0.242895,0.835143,0.592248
0,500,no_cap,5,1670,4.014157,0.242589,0.835599,0.593010
0,500,no_cap,5,1680,4.026372,0.242302,0.836063,0.593761
0,500,no_cap,5,1690,4.038551,0.242013,0.836479,0.594466
0,500,no_cap,5,1700,4.050694,0.241724,0.836818,0.595094
0,500,no_cap,5,1710,4.062801,0.241409,0.837399,0.595990
0,500,no_cap,5,1720,4.074873,0.241102,0.837915,0.596814
0,500,no_cap,5,1730,4.086910,0.240828,0.838319,0.597491
0,500,no_cap,5,1740,4.098912,0.240550,0.838712,0.598163
0,500,no_cap,5,1750,4.110880,0.240257,0.839306,0.599049
0,500,no_cap,5,1760,4.122814,0.239964,0.839821,0.599857
0,500,no_cap,5,1770,4.134713,0.239676,0.840223,0.600547
0,500,no_cap,5,1780,4.146579,0.239402,0.840763,0.601361
0,500,no_cap,5,1790,4.158412,0.239112,0.841479,0.602366
0,500,no_cap,5,1800,4.170212,0.238869,0.841960,0.603091
0,500,no_cap,5,1810,4.181979,0.238619,0.842402,0.603783
0,500,no_cap,5,1820,4.193714,0.238350,0.842747,0.604397
0,500,no_cap,5,1830,4.205417,0.238061,0.843127,0.605066
0,500,no_cap,5,1840,4.217087,0.237773,0.843484,0.605711
0,500,no_cap,5,1850,4.228726,0.237511,0.843725,0.606214
0,500,no_cap,5,1860,4.240334,0.237244,0.843977,0.606733
0,500,no_cap,5,1870,4.251910,0.236976,0.844428,0.607452
0,500,no_cap,5,1880,4.263456,0.236719,0.844732,0.608013
0,500,no_cap,5,1890,4.274970,0.236462,0.845043,0.608580
0,500,no_cap,5,1900,4.286455,0.236193,0.845557,0.609363
0,500,no_cap,5,1910,4.297909,0.235919,0.845998,0.610079
0,500,no_cap,5,1920,4.309333,0.235682,0.846531,0.610849
0,500,no_cap,5,1930,4.320728,0.235434,0.846868,0.611434
0,500,no_cap,5,1940,4.332093,0.235191,0.847257,0.612066
0,500,no_cap,5,1950,4.343429,0.234932,0.847672,0.612740
0,500,no_cap,5,1960,4.354736,0.234667,0.848030,0.613364
0,500,no_cap,5,1970,4.366014,0.234416,0.848113,0.613697
0,500,no_cap,5,1980,4.377263,0.234166,0.848468,0.614302
0,500,no_cap,5,1990,4.388484,0.233921,0.848865,0.614944
0,500,no_cap,5,2000,4.399677,0.233660,0.849187,0.615526
0,500,no_cap,5,2010,4.410842,0.233416,0.849561,0.616145
0,500,no_cap,5,2020,4.421980,0.233178,0.849891,0.616713
0,500,no_cap,5,2030,4.433089,0.232942,0.850150,0.617209
0,500,no_cap,5,2040,4.444172,0.232683,0.850746,0.618063
0,500,no_cap,5,2050,4.455227,0.232440,0.851206,0.618766
0,500,no_cap,5,2060,4.466255,0.232190,0.851556,0.619365
0,500,no_cap,5,2070,4.477257,0.231964,0.851825,0.619861
0,500,no_cap,5,2080,4.488232,0.231731,0.852299,0.620568
0,500,no_cap,5,2090,4.499181,0.231508,0.852743,0.621235
0,500,no_cap,5,2100,4.510103,0.231261,0.853219,0.621958
0,500,no_cap,5,2110,4.521000,0.231044,0.853475,0.622432
0,500,no_cap,5,2120,4.531871,0.230832,0.853762,0.622930
0,500,no_cap,5,2130,4.542716,0.230604,0.854146,0.623542
0,500,no_cap,5,2140,4.553536,0.230383,0.854561,0.624178
0,500,no_cap,5,2150,4.564331,0.230157,0.855003,0.624845
0,500,no_cap,5,2160,4.575100,0.229925,0.855421,0.625495
0,500,no_cap,5,2170,4.585845,0.229700,0.855837,0.626137
0,500,no_cap,5,2180,4.596565,0.229477,0.856143,0.626665
0,500,no_cap,5,2190,4.607260,0.229257,0.856490,0.627232
0,500,no_cap,5,2200,4.617931,0.229034,0.856832,0.627798
0,500,no_cap,5,2210,4.628578,0.228822,0.857088,0.628266
0,500,no_cap,5,2220,4.639200,0.228625,0.857517,0.628892
0,500,no_cap,5,2230,4.649799,0.228407,0.857869,0.629462
0,500,no_cap,5,2240,4.660374,0.228197,0.858393,0.630196
0,500,no_cap,5,2250,4.670926,0.227983,0.858827,0.630844
0,500,no_cap,5,2260,4.681454,0.227773,0.859311,0.631538
0,500,no_cap,5,2270,4.691959,0.227562,0.859684,0.632123
0,500,no_cap,5,2280,4.702440,0.227349,0.860102,0.632753
0,500,no_cap,5,2290,4.712899,0.227123,0.860559,0.633436
0,500,no_cap,5,2300,4.723335,0.226890,0.860881,0.633990
0,500,no_cap,5,2310,4.733748,0.226668,0.861008,0.634340
0,500,no_cap,5,2320,4.744139,0.226483,0.861238,0.634755
0,500,no_cap,5,2330,4.754508,0.226282,0.861463,0.635181
0,500,no_cap,5,2340,4.764854,0.226066,0.861789,0.635723
0,500,no_cap,5,2350,4.775178,0.225854,0.862136,0.636282
0,500,no_cap,5,2360,4.785480,0.225644,0.862465,0.636821
0,500,no_cap,5,2370,4.795760,0.225440,0.862766,0.637326
0,500,no_cap,5,2380,4.806019,0.225242,0.863213,0.637971
0,500,no_cap,5,2390,4.816256,0.225047,0.863607,0.638560
