m,seed,policy,degree,train_loss,val_loss,test_loss,accepted,cap_ok,val_ok,epsV,tau,K
800,42,destructive,3,0.062500,0.340000,0.319900,0,1,0,0.447118,0.223559,7
800,43,destructive,0,0.456250,0.425000,0.458433,1,1,1,0.447118,0.223559,7
800,43,destructive,1,0.232500,0.200000,0.234967,1,1,1,0.447118,0.223559,7
800,43,destructive,2,0.215000,0.230000,0.243233,0,1,0,0.447118,0.223559,7
800,44,destructive,0,0.426250,0.500000,0.460933,1,1,1,0.447118,0.223559,7
800,44,destructive,1,0.211250,0.240000,0.223700,1,1,1,0.447118,0.223559,7
800,44,destructive,2,0.181250,0.250000,0.242500,0,1,0,0.447118,0.223559,7
800,45,destructive,0,0.457500,0.475000,0.454967,1,1,1,0.447118,0.223559,7
800,45,destructive,1,0.198750,0.200000,0.228533,1,1,1,0.447118,0.223559,7
800,45,destructive,2,0.175000,0.190000,0.232267,1,1,1,0.447118,0.223559,7
800,45,destructive,3,0.050000,0.345000,0.339933,0,1,0,0.447118,0.223559,7
