m,seed,policy,degree,train_loss,val_loss,test_loss,accepted,cap_ok,val_ok,epsV,tau,K
800,16,twogate,1,0.210000,0.215000,0.235267,0,1,0,0.447118,0.223559,7
800,17,twogate,0,0.440000,0.485000,0.460533,1,1,1,0.447118,0.223559,7
800,17,twogate,1,0.227500,0.265000,0.229567,0,1,0,0.447118,0.223559,7
800,18,twogate,0,0.458750,0.480000,0.461767,1,1,1,0.447118,0.223559,7
800,18,twogate,1,0.218750,0.220000,0.227300,0,1,0,0.447118,0.223559,7
800,19,twogate,0,0.458750,0.420000,0.457433,1,1,1,0.447118,0.223559,7
800,19,twogate,1,0.196250,0.200000,0.228200,0,1,0,0.447118,0.223559,7
800,20,twogate,0,0.450000,0.495000,0.465733,1,1,1,0.447118,0.223559,7
800,20,twogate,1,0.205000,0.195000,0.227233,0,1,0,0.447118,0.223559,7
800,21,twogate,0,0.483750,0.465000,0.462400,1,1,1,0.447118,0.223559,7
800,21,twogate,1,0.222500,0.220000,0.228100,0,1,0,0.447118,0.223559,7
800,22,twogate,0,0.455000,0.435000,0.463067,1,1,1,0.447118,0.223559,7
800,22,twogate,1,0.212500,0.270000,0.230133,0,1,0,0.447118,0.223559,7
800,23,twogate,0,0.497500,0.470000,0.459267,1,1,1,0.447118,0.223559,7
800,23,twogate,1,0.235000,0.230000,0.238233,0,1,0,0.447118,0.223559,7
800,24,twogate,0,0.470000,0.395000,0.453400,1,1,1,0.447118,0.223559,7
800,24,twogate,1,0.225000,0.200000,0.225400,0,1,0,0.447118,0.223559,7
800,25,twogate,0,0.471250,0.490000,0.458833,1,1,1,0.447118,0.223559,7
800,25,twogate,1,0.212500,0.225000,0.231167,0,1,0,0.447118,0.223559,7
800,26,twogate,0,0.465000,0.520000,0.457300,1,1,1,0.447118,0.223559,7
800,26,twogate,1,0.212500,0.235000,0.230033,0,1,0,0.447118,0.223559,7
800,27,twogate,0,0.456250,0.470000,0.457933,1,1,1,0.447118,0.223559,7
800,27,twogate,1,0.223750,0.210000,0.226233,0,1,0,0.447118,0.223559,7
800,28,twogate,0,0.456250,0.485000,0.458333,1,1,1,0.447118,0.223559,7
800,28,twogate,1,0.216250,0.190000,0.230567,0,1,0,0.447118,0.223559,7
800,29,twogate,0,0.465000,0.390000,0.459267,1,1,1,0.447118,0.223559,7
800,29,twogate,1,0.230000,0.215000,0.226133,0,1,0,0.447118,0.223559,7
800,30,twogate,0,0.471250,0.485000,0.455567,1,1,1,0.447118,0.223559,7
800,30,twogate,1,0.218750,0.225000,0.235000,0,1,0,0.447118,0.223559,7
800,31,twogate,0,0.457500,0.450000,0.463767,1,1,1,0.447118,0.223559,7
800,31,twogate,1,0.225000,0.195000,0.228433,0,1,0,0.447118,0.223559,7
800,32,twogate,0,0.453750,0.450000,0.459933,1,1,1,0.447118,0.223559,7
800,32,twogate,1,0.212500,0.265000,0.228933,0,1,0,0.447118,0.223559,7
800,33,twogate,0,0.460000,0.480000,0.454500,1,1,1,0.447118,0.223559,7
800,33,twogate,1,0.208750,0.240000,0.227333,0,1,0,0.447118,0.223559,7
800,34,twogate,0,0.435000,0.470000,0.460833,1,1,1,0.447118,0.223559,7
800,34,twogate,1,0.213750,0.260000,0.229533,0,1,0,0.447118,0.223559,7
800,35,twogate,0,0.458750,0.480000,0.464900,1,1,1,0.447118,0.223559,7
800,35,twogate,1,0.236250,0.160000,0.227933,0,1,0,0.447118,0.223559,7
800,36,twogate,0,0.460000,0.505000,0.458600,1,1,1,0.447118,0.223559,7
800,36,twogate,1,0.215000,0.215000,0.224433,0,1,0,0.447118,0.223559,7
800,37,twogate,0,0.486250,0.455000,0.460533,1,1,1,0.447118,0.223559,7
800,37,twogate,1,0.211250,0.225000,0.226400,0,1,0,0.447118,0.223559,7
800,38,twogate,0,0.478750,0.440000,0.462300,1,1,1,0.447118,0.223559,7
800,38,twogate,1,0.231250,0.285000,0.236267,0,1,0,0.447118,0.223559,7
800,39,twogate,0,0.461250,0.485000,0.462567,1,1,1,0.447118,0.223559,7
800,39,twogate,1,0.232500,0.265000,0.227567,0,1,0,0.447118,0.223559,7
800,40,twogate,0,0.477500,0.440000,0.459567,1,1,1,0.447118,0.223559,7
800,40,twogate,1,0.210000,0.195000,0.232667,0,1,0,0.447118,0.223559,7
800,41,twogate,0,0.447500,0.525000,0.459500,1,1,1,0.447118,0.223559,7
800,41,twogate,1,0.242500,0.255000,0.228867,0,1,0,0.447118,0.223559,7
800,42,twogate,0,0.461250,0.485000,0.460367,1,1,1,0.447118,0.223559,7
800,42,twogate,1,0.238750,0.280000,0.227400,0,1,0,0.447118,0.223559,7
800,43,twogate,0,0.456250,0.425000,0.458433,1,1,1,0.447118,0.223559,7
800,43,twogate,1,0.232500,0.200000,0.234967,0,1,0,0.447118,0.223559,7
800,44,twogate,0,0.426250,0.500000,0.460933,1,1,1,0.447118,0.223559,7
800,44,twogate,1,0.211250,0.240000,0.223700,0,1,0,0.447118,0.223559,7
800,45,twogate,0,0.457500,0.475000,0.454967,1,1,1,0.447118,0.223559,7
800,45,twogate,1,0.198750,0.200000,0.228533,0,1,0,0.447118,0.223559,7
800,46,twogate,0,0.480000,0.495000,0.466600,1,1,1,0.447118,0.223559,7
800,46,twogate,1,0.230000,0.265000,0.231633,0,1,0,0.447118,0.223559,7
800,47,twogate,0,0.448750,0.460000,0.461633,1,1,1,0.447118,0.223559,7
800,47,twogate,1,0.206250,0.270000,0.231367,0,1,0,0.447118,0.223559,7
800,48,twogate,0,0.492500,0.550000,0.540967,1,1,1,0.447118,0.223559,7
800,48,twogate,1,0.206250,0.150000,0.225600,0,1,0,0.447118,0.223559,7
800,49,twogate,0,0.477500,0.465000,0.461800,1,1,1,0.447118,0.223559,7
800,49,twogate,1,0.218750,0.195000,0.232500,0,1,0,0.447118,0.223559,7
