m,seed,policy,degree,accepted,cap_ok,val_ok,train_loss,val_loss,test_loss,epsV,tau,K
150,4,dest_train,20,0,1,0,0.306667,0.400000,0.517000,0.042809,0.008562,16
150,4,dest_train,21,0,1,0,0.306667,0.400000,0.518000,0.042809,0.008562,16
150,4,dest_train,22,0,1,0,0.306667,0.400000,0.516000,0.042809,0.008562,16
150,4,dest_train,23,0,1,0,0.306667,0.400000,0.518000,0.042809,0.008562,16
150,4,dest_train,24,0,1,0,0.306667,0.400000,0.518000,0.042809,0.008562,16
150,4,dest_train,25,0,1,0,0.306667,0.400000,0.518000,0.042809,0.008562,16
150,4,dest_train,26,0,1,0,0.306667,0.400000,0.517000,0.042809,0.008562,16
150,4,dest_train,27,1,1,1,0.300000,0.400000,0.516000,0.042809,0.008562,16
150,4,dest_train,28,1,1,1,0.300000,0.400000,0.517000,0.042809,0.008562,16
150,4,dest_train,29,1,1,1,0.300000,0.400000,0.515000,0.042809,0.008562,16
150,4,dest_train,30,1,1,1,0.300000,0.400000,0.515000,0.042809,0.008562,16
